buyer_id,buyer_time,buyer_level,buyer_addr,buyer_device,comment
m***7,2015-06-20 21:53 购买,金牌会员,浙江,,质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！质量好，服务优，速度快，价格公道，超值！
小***0,2015-08-01 15:29 购买,银牌会员,山东,来自京东Android客户端,书很好啊，就是我想要的那样。
n***c,2015-07-27 16:57 购买,钻石会员,广东,来自京东Android客户端,暑假孩子的课外阅读用。
g***5,2015-07-18 16:04 购买,银牌会员,广东,来自京东Android客户端,给妹子的，没看呢。书纸还可以
福***力,2015-07-27 13:13 购买,铜牌会员,山西,来自京东Android客户端,纸质不错，还没看，感觉还好
苍***刀,2015-07-28 14:32 购买,金牌会员,江苏,来自京东Android客户端,好版本，经典的文学名著
y***i,2015-07-30 11:47 购买,金牌会员,广西,来自京东Android客户端,正版，你值得拥有。。。。。。
呢***好,2015-07-29 21:40 购买,金牌会员,广东,来自京东Android客户端,intent:#Intent;S.K_1171477665=88A536EBAA335874705560E859231657A25EE4ECC83FEC692ED9CEEA55D5873D;end
一***6,2015-07-28 23:21 购买,银牌会员,湖北,来自京东Android客户端,还没开始看，感觉纸质还行，比较满意
h***y,2015-07-29 15:36 购买,金牌会员,上海,,不错，物有所值，下次还买
y***_,2015-07-30 13:08 购买,金牌会员,四川,来自京东Android客户端,不错的书籍，就是有一本胶溢出来了。。。
j***1,2015-07-23 12:50 购买,金牌会员,北京,来自京东Android客户端,哈哈哈哈就哈哈哈哈哈哈哈哈饥荒
j***1,2015-05-16 16:19 购买,铜牌会员,湖南,,很给力，送或很快。。
D***莉,2015-07-22 15:41 购买,金牌会员,四川,,不错，质量挺好的，也是正版
j***1,2015-07-28 10:36 购买,钻石会员,四川,来自京东Android客户端,人民文学出版社的，，，，，，，
m***1,2015-07-16 21:38 购买,金牌会员,广东,,正版的，纸质很好，比书店平。
小***人,2015-07-06 22:23 购买,金牌会员,上海,来自京东iPhone客户端,好好好好好好好好好好好好好
j***0,2015-06-25 22:21 购买,金牌会员,上海,来自京东iPhone客户端,书的质量还可以，印刷的不错
a***t,2015-03-18 21:24 购买,金牌会员,北京,来自京东Android客户端,纸张质量超棒，而且人民文学出版社出的文学名著最大程度的尊重原著，给六星好评，还是要看纸质的名著
-***-,2015-02-24 12:44 购买,钻石会员,新疆,来自京东Android客户端,给老婆挑选的，总体改可以。
破***年,2015-07-15 20:53 购买,钻石会员,北京,来自京东Android客户端,书不错 给同学买的 挺好她说
h***k,2015-06-02 17:07 购买,金牌会员,山西,,据说这个版本的红楼最好，所以买来收藏。
Y***7,2015-07-30 15:56 购买,铜牌会员,安徽,来自京东Android客户端,字体清晰，纸张质感也很好，就是运送途中有一些破损。书的内容很不错。
jd186617jpo,2015-07-28 18:02 购买,金牌会员,山东,来自京东Android客户端,正版书籍，孩子喜欢。
嘉***j,2015-07-17 17:50 购买,铜牌会员,四川,,还不错，字迹清晰，注释清楚，好评
呼***2,2015-04-14 11:39 购买,钻石会员,北京,,haibucuo!很不错！！
j***7,2015-07-18 23:15 购买,钻石会员,广东,来自京东Android客户端,好好好好好好好好好好。
庞闻,2015-05-01 12:32 购买,银牌会员,广西,来自京东Android客户端,如果你还在为了阅读或收藏价格昂贵的中国古典名著而在书架前徘徊，那么现在你不用愁了，该版的《红楼梦》，不仅价格便宜、印刷美观、装帧古朴，收藏、送人都让你特有面子！实为古典小说的最佳普及本！
广***嚎,2015-07-15 11:14 购买,钻石会员,天津,,京东购物送货快，价格优惠，质量有保证
k***y,2015-07-27 11:09 购买,银牌会员,四川,来自京东Android客户端,可以吧，方便，！！！快捷
横***陌,2015-07-18 15:15 购买,金牌会员,安徽,来自京东iPhone客户端,孩子想看，就给她买了，好书不嫌多
人***魔,2015-07-21 19:13 购买,钻石会员,北京,,这个还是要人民文学出版社的
小***0,2015-07-29 21:48 购买,银牌会员,陕西,来自京东Android客户端,可以，就是有点坏了！！！！！
j***子,2015-04-18 10:43 购买,银牌会员,天津,来自京东iPhone客户端,书印刷好，正版，儿子喜欢
j***r,2015-07-29 22:05 购买,铜牌会员,江苏,来自京东iPhone客户端,蛮好蛮好为什么好多人
j***0,2015-03-16 13:15 购买,银牌会员,北京,,看着不像正版 没图书大厦的看着舒服呀 纸张不是很好呢
X***3,2015-02-16 11:43 购买,银牌会员,上海,来自京东iPhone客户端,好不错下次需要还会再来逛的
微粒liu,2015-07-28 11:04 购买,铜牌会员,山东,来自微信购物,印刷清晰，值得购买
j***s,2015-05-01 19:56 购买,金牌会员,浙江,,书很不错哦，纸张也很好。不错！
P***8,2015-07-20 16:41 购买,银牌会员,江苏,来自京东Android客户端,好。。。。。。。。。。。
j***5,2015-07-20 08:21 购买,钻石会员,上海,来自京东iPhone客户端,质量尚可。。。。。。。。
j***r,2015-07-09 20:45 购买,金牌会员,上海,来自京东iPhone客户端,东西不错，价格不高，支持京东
m***g,2015-06-18 23:34 购买,金牌会员,北京,来自京东Android客户端,相当不错。。。。。。。
6***w,2015-07-21 21:13 购买,钻石会员,四川,来自京东iPhone客户端,好书纸张好，装订好，应该是正版，物流好。
k***n,2015-07-07 19:38 购买,钻石会员,浙江,来自京东iPhone客户端,早就想买了 应该会有参考价值
幸***e,2015-03-18 02:10 购买,金牌会员,上海,来自京东Android客户端,挺好的，信赖京东，。
飛***灬,2015-07-25 22:59 购买,金牌会员,湖北,,正版书，值得看看 好好领悟
j***豆,2015-07-25 18:11 购买,银牌会员,江苏,来自京东iPhone客户端,帮妹妹买的，她说很好，纸张也不错
雪***彩,2015-06-20 21:50 购买,金牌会员,湖南,,之前有一本朋友送的红楼梦，都旧了，这次就自己买了一本，印刷不错，就是字体好小，还是有点费眼睛，红楼梦值得一辈子读下去
j***f,2015-07-25 17:07 购买,银牌会员,四川,来自京东Android客户端,好！！！！！！！！！！
丫***五,2015-07-17 16:53 购买,钻石会员,四川,来自京东Android客户端,好好好好好好好好好好好好
会***牛,2015-05-08 15:00 购买,铜牌会员,河南,,给朋友家孩子买的，很齐全。现在降价了。。。。
沧***沙,2015-07-16 11:53 购买,钻石会员,江苏,,纸张质量差，字迹不清楚，京东害人
j***g,2015-07-07 18:05 购买,金牌会员,广东,,书很好，好好。京东不错，值得推荐。
苏***根,2015-06-28 16:46 购买,钻石会员,江苏,来自京东iPhone客户端,书很好，有注脚，字迹清晰
t***-,2015-04-01 18:23 购买,金牌会员,北京,来自京东iPhone客户端,帮别人买的，书很新，不错
A***r,2015-02-07 12:32 购买,铜牌会员,福建,,纸质很棒，很好的还原了原版的内容!!好评
钟二姑娘,2015-07-24 22:24 购买,铜牌会员,河南,来自京东Android客户端,书质非常好，没有褶皱什么的，非常棒
j***u,2015-07-20 15:28 购买,铜牌会员,山东,来自京东Android客户端,非常好。。。。。。。。。。。。
姚***贝,2015-07-26 13:54 购买,钻石会员,江苏,,红楼梦（套装上下册）
j***s,2015-07-23 18:50 购买,金牌会员,北京,来自京东iPhone客户端,文言文版的，孩子看有困难内
h***n,2015-07-26 15:57 购买,金牌会员,北京,来自京东iPhone客户端,应该不错。物流超快。小贵。
l***n,2015-06-18 22:56 购买,金牌会员,上海,来自京东iPhone客户端,价廉物美，好评！！！
bluejeans1999,2015-07-26 20:01 购买,金牌会员,广东,来自京东iPad客户端,非常好～非常好～～
梦***行,2015-04-24 19:12 购买,金牌会员,广东,来自京东Android客户端,书是人类的粮食……！
m***0,2015-07-13 21:22 购买,金牌会员,广东,,很不错的一本书，快递给力，次日就收到了
j***4,2015-06-05 10:43 购买,银牌会员,黑龙江,,不错很好 不错很好 真的很好
李***7,2015-07-25 17:20 购买,银牌会员,江苏,来自京东Android客户端,。。。。。。。。挺好的
b***h,2015-07-21 21:55 购买,金牌会员,北京,来自京东iPhone客户端,孩子订的，虽然不是精装，但是大出版社心里踏实
有***坐,2015-07-24 09:14 购买,钻石会员,北京,来自京东Android客户端,修订第三次了，还不错
金***车,2015-07-06 21:55 购买,金牌会员,北京,,质量很好，是正版，价格便宜
j***2,2015-07-13 16:20 购买,钻石会员,山西,,印刷很好，不错的书！！！
心***示,2015-07-24 21:38 购买,金牌会员,四川,来自京东Android客户端,书当然好。可是为什么要容忍快递送破书？能不能好好对待别人的书？快递做不好不要做。而且为什么不能刷卡付钱就要四舍五入的收费？给钱的时候是不会说什么，但是那种收货时的服务态度不喜欢。一副吊炸天的样子根本不讨喜。差评。
钟爱WA,2015-07-16 21:38 购买,铜牌会员,四川,来自京东iPad客户端,书很厚，纸张稍微有些薄了，但是字体大小很合适，总体还是很满意的，喜欢。
w***j,2015-07-13 22:22 购买,金牌会员,江苏,,书不错，送到也快，正在看。
w***6,2015-07-25 00:01 购买,铜牌会员,山东,来自京东Android客户端,红楼梦这的是一本奇书，在中国的国学史上赫赫有名，今天中于见识到了，内容只需看书的厚度就可以知道是很充实的！很期待书的内容会有更好的印象，发货也是非常的快，服务态度也非常的好！包装很不错！这次购物真的很开心！很满意！
途***书,2015-07-02 17:31 购买,银牌会员,山东,来自京东Android客户端,不读不知中国小说达到了什么高度
爱***北,2015-07-25 18:46 购买,金牌会员,四川,来自京东Android客户端,还不错应该是，书嘛就是读的。
1***1,2015-07-22 20:45 购买,金牌会员,辽宁,来自京东iPhone客户端,收藏了收藏了收藏了。
沈水袅,2015-06-17 15:35 购买,金牌会员,浙江,来自京东iPhone客户端,一口气买了十来本书，很划算很精致
W***p,2015-07-25 16:59 购买,铜牌会员,北京,来自京东Android客户端,书是很不错的，有收藏价值。但是快递过程中有破损。
l***9,2015-05-10 21:45 购买,钻石会员,江苏,来自京东iPhone客户端,还可以质量不错，值得一看
一***-,2015-07-23 16:28 购买,金牌会员,北京,,544444444444444444444
c***a,2015-06-24 10:18 购买,金牌会员,安徽,来自京东iPhone客户端,很不错，很喜欢的书，买来送人很满意
z***g,2015-06-24 22:13 购买,金牌会员,山东,来自京东Android客户端,名著 有所帮助 开卷有益
5***s,2015-02-10 09:39 购买,金牌会员,辽宁,来自京东Android客户端,很好，经典著作值得好好读读
小***瓜,2015-07-03 21:31 购买,银牌会员,上海,来自京东Android客户端,送人的，听说还不错。
x***q,2015-07-24 18:34 购买,钻石会员,上海,,不错，不错，不错！不错，不错，不错！
5***l,2015-06-28 17:13 购买,银牌会员,湖北,,呵呵呵呵呵呵呵呵呵呵呵呵呵呵
d***a,2015-06-27 21:20 购买,钻石会员,上海,,价格便宜，买套装，书也不错~
纪***潮,2015-07-24 17:38 购买,金牌会员,北京,来自京东Android客户端,四大名著，值得购买，是正版的。
北***鹏,2015-07-23 10:53 购买,银牌会员,北京,,孩子看就要买这版本，青少年必读之书!!!!!
