buyer_time,buyer_level,buyer_addr,buyer_device
2015-02-25 16:11 购买,金牌会员,江苏,来自京东iPad客户端
2015-05-15 17:26 购买,铜牌会员,山东,
2015-01-31 14:58 购买,钻石会员,上海,来自京东Android客户端
2015-01-02 18:22 购买,钻石会员,北京,来自京东Android客户端
2015-02-16 09:47 购买,铜牌会员,江苏,来自京东Android客户端
2015-05-12 09:08 购买,金牌会员,湖南,来自京东iPhone客户端
2015-05-08 21:47 购买,铜牌会员,陕西,
2015-05-13 14:28 购买,银牌会员,北京,来自京东iPhone客户端
2015-04-27 13:03 购买,钻石会员,北京,来自京东iPhone客户端
2015-02-09 21:08 购买,银牌会员,北京,来自京东Android客户端
2015-05-14 00:02 购买,金牌会员,上海,来自京东iPhone客户端
2015-05-10 08:45 购买,企业会员,北京,
2015-05-03 18:07 购买,银牌会员,北京,
2015-05-12 15:08 购买,金牌会员,江苏,
2015-02-05 10:20 购买,钻石会员,上海,来自京东iPad客户端
2015-05-07 19:59 购买,金牌会员,辽宁,
2015-05-12 15:15 购买,银牌会员,北京,来自京东Android客户端
2015-01-18 09:37 购买,银牌会员,广东,
2015-04-25 21:20 购买,金牌会员,北京,来自京东iPhone客户端
2015-03-06 16:47 购买,钻石会员,北京,
2015-04-08 22:07 购买,钻石会员,天津,
2015-02-12 18:08 购买,金牌会员,福建,
2014-11-12 22:33 购买,银牌会员,河北,
2015-04-11 20:10 购买,银牌会员,湖北,
2015-05-11 15:54 购买,金牌会员,安徽,来自京东Android客户端
2015-04-27 20:34 购买,钻石会员,广东,
2015-03-03 20:06 购买,金牌会员,江苏,来自京东Android客户端
2015-04-25 14:14 购买,金牌会员,北京,来自京东iPhone客户端
2014-11-08 21:36 购买,银牌会员,四川,来自京东Android客户端
2015-03-23 22:23 购买,金牌会员,广西,
2015-03-11 21:15 购买,钻石会员,湖南,来自京东iPhone客户端
2015-05-08 12:30 购买,银牌会员,安徽,来自京东iPhone客户端
2015-04-21 10:56 购买,钻石会员,江苏,来自京东iPhone客户端
2015-05-03 14:00 购买,钻石会员,北京,来自京东iPhone客户端
2015-05-03 16:17 购买,金牌会员,广东,来自京东Android客户端
2014-11-12 23:17 购买,金牌会员,北京,
2015-05-05 19:29 购买,金牌会员,福建,来自京东iPhone客户端
2014-11-07 17:16 购买,金牌会员,北京,
2015-05-06 20:19 购买,钻石会员,江苏,来自京东Android客户端
2015-04-26 19:19 购买,银牌会员,广东,
2015-05-05 15:33 购买,金牌会员,江苏,来自京东Android客户端
2014-12-21 16:51 购买,银牌会员,辽宁,来自京东Android客户端
2015-02-03 22:23 购买,金牌会员,山东,
2015-05-04 19:30 购买,钻石会员,北京,
2015-02-27 10:30 购买,钻石会员,福建,
2015-04-26 23:57 购买,钻石会员,天津,来自京东iPhone客户端
2015-04-19 18:54 购买,金牌会员,河北,来自京东Android客户端
2015-02-07 15:08 购买,钻石会员,上海,
2015-05-04 13:30 购买,金牌会员,北京,
2015-05-02 13:03 购买,铜牌会员,福建,来自京东Android客户端
2015-05-04 15:53 购买,钻石会员,江苏,
2015-04-12 23:16 购买,金牌会员,广东,
2014-12-13 18:54 购买,钻石会员,山东,来自京东Android客户端
2015-04-16 21:05 购买,钻石会员,吉林,
2015-03-02 18:22 购买,钻石会员,浙江,来自京东Android客户端
2015-01-26 10:37 购买,钻石会员,辽宁,来自京东iPhone客户端
2015-05-01 22:42 购买,钻石会员,广东,来自京东Android客户端
2015-03-11 09:17 购买,钻石会员,江苏,来自京东Android客户端
2015-04-18 16:25 购买,金牌会员,北京,来自京东iPhone客户端
2015-04-19 12:41 购买,金牌会员,内蒙古,来自京东Android客户端
2015-04-23 16:48 购买,银牌会员,江苏,
2015-04-24 09:44 购买,钻石会员,北京,
2014-11-28 18:33 购买,金牌会员,北京,来自京东iPhone客户端
2015-05-01 11:01 购买,金牌会员,浙江,来自京东Android客户端
2015-02-11 22:51 购买,金牌会员,江苏,
2015-02-15 23:12 购买,金牌会员,福建,来自京东Android客户端
2015-02-05 19:00 购买,企业会员,江苏,来自京东iPhone客户端
2015-04-23 13:09 购买,金牌会员,江苏,来自京东Android客户端
2015-02-08 17:31 购买,金牌会员,广东,来自京东Android客户端
2015-02-27 20:08 购买,银牌会员,上海,
2015-04-12 17:13 购买,金牌会员,北京,来自京东iPhone客户端
2015-04-22 13:59 购买,钻石会员,山西,来自京东iPad客户端
2014-12-01 20:47 购买,钻石会员,山东,
2015-04-25 13:50 购买,金牌会员,甘肃,来自京东iPhone客户端
2015-04-27 09:46 购买,金牌会员,山西,来自京东Android客户端
2015-01-25 22:30 购买,钻石会员,北京,来自京东iPhone客户端
2015-04-26 22:07 购买,铜牌会员,四川,来自京东Android客户端
2015-03-25 18:27 购买,钻石会员,广东,来自京东iPhone客户端
2015-04-14 09:15 购买,钻石会员,北京,来自京东Android客户端
2015-02-24 02:44 购买,银牌会员,广东,来自京东Android客户端
2015-04-03 21:08 购买,钻石会员,北京,来自京东Android客户端
2015-01-09 19:39 购买,银牌会员,广东,
2015-04-08 16:18 购买,钻石会员,北京,
2015-04-23 20:34 购买,钻石会员,四川,来自京东iPhone客户端
2015-03-13 07:04 购买,钻石会员,北京,来自京东iPhone客户端
2015-04-21 21:54 购买,钻石会员,山东,
2015-02-26 10:35 购买,银牌会员,江苏,来自京东iPhone客户端
2015-03-02 20:50 购买,钻石会员,北京,
2015-04-24 14:19 购买,金牌会员,北京,来自京东iPad客户端
2015-01-17 21:14 购买,钻石会员,湖南,
2015-04-20 12:46 购买,银牌会员,重庆,
2015-02-05 12:43 购买,钻石会员,河南,来自京东iPhone客户端
2015-03-18 19:24 购买,金牌会员,安徽,来自京东iPad客户端
2015-03-21 12:53 购买,铜牌会员,广东,来自京东Android客户端
2015-02-06 15:56 购买,金牌会员,江苏,
2015-03-09 19:46 购买,金牌会员,重庆,来自京东Android客户端
2015-02-05 22:26 购买,金牌会员,江苏,来自京东iPhone客户端
2015-02-24 10:32 购买,金牌会员,北京,来自京东iPhone客户端
2015-04-23 14:28 购买,钻石会员,上海,
2015-04-19 11:24 购买,银牌会员,辽宁,
2015-03-12 21:01 购买,金牌会员,河南,
2015-03-03 14:03 购买,钻石会员,北京,
2015-04-20 11:35 购买,钻石会员,黑龙江,
2015-04-23 14:50 购买,铜牌会员,天津,来自京东iPhone客户端
2015-03-16 10:35 购买,金牌会员,浙江,来自京东iPhone客户端
2015-01-26 21:32 购买,银牌会员,四川,
2015-02-27 09:53 购买,金牌会员,江苏,来自京东Android客户端
2015-01-31 09:11 购买,银牌会员,北京,来自京东Android客户端
2015-02-25 18:55 购买,钻石会员,江苏,
2015-03-14 21:36 购买,钻石会员,山西,
2015-03-20 13:42 购买,钻石会员,浙江,
2015-04-21 20:41 购买,银牌会员,陕西,来自京东iPhone客户端
2015-01-30 19:24 购买,金牌会员,广东,来自京东Android客户端
2015-03-25 18:33 购买,钻石会员,江苏,来自京东iPad客户端
2015-02-25 13:57 购买,钻石会员,江苏,
2015-02-13 23:30 购买,钻石会员,陕西,
2015-01-29 13:36 购买,金牌会员,山西,来自京东iPhone客户端
2015-03-08 21:51 购买,钻石会员,福建,
2015-03-16 09:25 购买,金牌会员,湖北,来自京东iPhone客户端
2015-02-27 23:15 购买,银牌会员,黑龙江,
2015-04-14 15:00 购买,钻石会员,上海,来自京东Android客户端
2015-02-28 18:58 购买,钻石会员,山西,
2015-02-11 17:04 购买,金牌会员,上海,
2015-03-02 21:08 购买,钻石会员,北京,来自京东Android客户端
2015-04-15 10:04 购买,金牌会员,江苏,
2015-01-01 00:47 购买,钻石会员,北京,来自京东iPhone客户端
2015-04-11 17:47 购买,铜牌会员,河北,来自京东Android客户端
2015-03-06 18:11 购买,银牌会员,广西,来自京东Android客户端
2015-03-20 21:44 购买,钻石会员,天津,来自京东Android客户端
2015-04-16 18:49 购买,金牌会员,北京,
2015-02-02 19:04 购买,铜牌会员,山东,
2015-04-01 15:13 购买,金牌会员,江苏,
2015-03-22 10:00 购买,银牌会员,内蒙古,来自京东Android客户端
2015-04-14 20:47 购买,银牌会员,江苏,
2015-04-14 12:33 购买,银牌会员,四川,
2015-03-06 08:31 购买,金牌会员,江苏,来自京东iPhone客户端
2015-01-22 16:20 购买,金牌会员,北京,
2015-02-10 14:16 购买,银牌会员,上海,来自京东iPhone客户端
2015-02-23 22:21 购买,金牌会员,北京,来自京东Android客户端
2015-03-24 21:33 购买,金牌会员,云南,来自京东Android客户端
2015-02-25 19:00 购买,金牌会员,江苏,
2015-03-09 23:22 购买,金牌会员,北京,来自京东Android客户端
2015-02-03 18:20 购买,银牌会员,天津,
2015-01-31 00:36 购买,铜牌会员,北京,
2015-02-27 11:07 购买,钻石会员,四川,来自京东Android客户端
2015-04-03 21:30 购买,银牌会员,北京,
2014-12-12 13:46 购买,钻石会员,北京,来自京东Android客户端
2015-03-27 11:02 购买,钻石会员,广东,来自京东Android客户端
2014-11-06 13:01 购买,银牌会员,北京,来自京东Android客户端
2015-02-27 08:35 购买,银牌会员,北京,来自京东iPhone客户端
2015-02-02 11:53 购买,银牌会员,贵州,来自京东Android客户端
2015-01-29 09:06 购买,铜牌会员,北京,
2015-04-11 17:32 购买,钻石会员,北京,
2015-02-23 09:15 购买,金牌会员,北京,
2015-04-10 13:20 购买,钻石会员,北京,来自京东iPhone客户端
2015-02-08 00:34 购买,钻石会员,北京,来自京东Android客户端
2014-11-12 23:56 购买,钻石会员,河北,
2015-01-24 14:10 购买,银牌会员,广东,来自京东iPhone客户端
2014-10-25 21:13 购买,金牌会员,山东,
2015-02-11 15:33 购买,金牌会员,陕西,来自京东Android客户端
2014-11-05 10:37 购买,钻石会员,山东,来自京东iPhone客户端
2015-04-02 21:54 购买,钻石会员,江苏,
2015-02-07 22:12 购买,金牌会员,广东,来自京东Android客户端
2015-03-21 14:13 购买,金牌会员,广东,来自京东Android客户端
2015-03-19 19:38 购买,企业会员,江苏,
2015-04-07 14:35 购买,金牌会员,北京,来自京东iPhone客户端
2015-03-30 09:14 购买,银牌会员,湖南,
2014-11-10 11:34 购买,钻石会员,北京,
2015-04-06 21:30 购买,金牌会员,河南,
2015-02-13 16:26 购买,银牌会员,内蒙古,来自京东Android客户端
2015-04-06 16:28 购买,银牌会员,四川,来自京东Android客户端
2014-12-07 09:28 购买,钻石会员,天津,来自京东iPhone客户端
2015-02-27 21:45 购买,银牌会员,四川,
2015-03-29 09:17 购买,金牌会员,河南,来自京东Android客户端
2015-02-05 08:30 购买,钻石会员,江苏,
2015-02-13 13:28 购买,钻石会员,北京,
2015-02-10 12:52 购买,金牌会员,湖北,来自京东iPhone客户端
2015-01-12 06:58 购买,金牌会员,北京,来自京东iPhone客户端
2015-03-07 19:30 购买,金牌会员,江苏,来自京东iPhone客户端
2015-03-20 20:09 购买,钻石会员,北京,
2014-11-01 20:58 购买,钻石会员,天津,
2015-04-05 13:40 购买,金牌会员,安徽,来自京东Android客户端
2015-03-30 15:59 购买,钻石会员,北京,
2015-03-25 22:40 购买,金牌会员,甘肃,来自京东Android客户端
2015-01-28 17:32 购买,金牌会员,上海,
2015-04-04 22:01 购买,钻石会员,北京,来自京东iPhone客户端
2015-02-21 08:04 购买,钻石会员,湖北,来自京东Android客户端
2015-02-05 20:02 购买,金牌会员,北京,来自京东iPhone客户端
2015-04-04 20:02 购买,银牌会员,广东,来自京东Android客户端
2015-04-03 22:48 购买,银牌会员,四川,
2015-02-06 20:58 购买,钻石会员,江苏,
2015-03-12 10:37 购买,钻石会员,北京,来自京东iPhone客户端
2014-11-27 13:25 购买,银牌会员,北京,
2015-02-14 21:11 购买,钻石会员,上海,来自京东Android客户端
2015-03-31 02:57 购买,金牌会员,北京,来自京东Android客户端
2015-02-09 17:14 购买,金牌会员,浙江,
2014-12-12 12:56 购买,金牌会员,北京,来自京东iPhone客户端
2015-03-18 18:41 购买,钻石会员,北京,来自京东iPhone客户端
2015-03-20 19:45 购买,钻石会员,北京,来自京东iPhone客户端
2015-01-27 08:09 购买,金牌会员,北京,
2015-03-27 08:18 购买,金牌会员,河南,来自京东Android客户端
2015-02-12 11:46 购买,钻石会员,广东,
2015-03-21 14:41 购买,企业会员,江苏,
2015-03-20 09:04 购买,金牌会员,北京,
2015-02-11 16:32 购买,金牌会员,重庆,
2015-03-17 17:52 购买,金牌会员,江苏,
2015-01-20 20:36 购买,金牌会员,北京,
2015-03-06 20:31 购买,金牌会员,江苏,来自京东iPad客户端
2015-03-29 09:39 购买,钻石会员,福建,来自京东Android客户端
2015-02-07 20:06 购买,钻石会员,北京,
2015-03-28 19:23 购买,钻石会员,广东,来自京东Android客户端
2015-03-27 11:36 购买,银牌会员,重庆,来自京东iPhone客户端
2015-03-16 14:05 购买,金牌会员,广东,
2015-03-11 17:28 购买,铜牌会员,福建,
2015-03-02 21:54 购买,金牌会员,广东,来自京东Android客户端
2015-03-19 18:15 购买,银牌会员,江苏,
2015-03-25 08:36 购买,银牌会员,广东,来自京东Android客户端
2014-12-24 22:51 购买,金牌会员,浙江,
2015-03-20 20:29 购买,银牌会员,黑龙江,
2014-11-11 12:33 购买,金牌会员,湖南,
2015-03-18 14:21 购买,金牌会员,山东,
2015-02-10 09:27 购买,银牌会员,北京,来自京东Android客户端
2015-03-08 11:06 购买,钻石会员,上海,
2015-02-09 15:23 购买,钻石会员,山东,
2015-03-10 18:01 购买,钻石会员,广东,
2015-02-03 19:36 购买,金牌会员,四川,
2015-03-07 23:30 购买,金牌会员,上海,来自京东iPhone客户端
2015-03-12 21:13 购买,银牌会员,江苏,来自京东Android客户端
2015-03-02 15:10 购买,钻石会员,江苏,
2015-01-26 18:19 购买,铜牌会员,安徽,
2015-03-20 18:56 购买,银牌会员,江苏,来自京东Android客户端
2015-03-12 15:42 购买,金牌会员,浙江,
2015-03-22 08:07 购买,金牌会员,北京,来自京东Android客户端
2015-03-21 16:43 购买,金牌会员,北京,来自京东Android客户端
2015-02-08 19:35 购买,金牌会员,天津,
2015-03-14 21:09 购买,金牌会员,江苏,来自京东Android客户端
2015-02-07 15:21 购买,金牌会员,北京,来自京东iPhone客户端
2015-02-01 16:53 购买,钻石会员,江苏,
2015-02-24 21:49 购买,银牌会员,北京,来自京东Android客户端
2015-03-15 11:15 购买,银牌会员,天津,
2015-01-21 21:42 购买,金牌会员,天津,
2015-03-17 10:41 购买,银牌会员,北京,
2015-01-29 02:40 购买,铜牌会员,青海,
2015-03-14 16:26 购买,钻石会员,河南,来自京东iPhone客户端
2015-03-13 22:16 购买,钻石会员,北京,
2015-02-01 21:04 购买,金牌会员,北京,
2015-03-16 15:28 购买,银牌会员,江苏,来自京东Android客户端
2015-01-21 13:45 购买,金牌会员,北京,
2015-03-13 12:56 购买,钻石会员,湖北,来自京东iPhone客户端
2015-03-10 03:06 购买,金牌会员,江西,
2015-03-03 17:28 购买,钻石会员,上海,
2014-12-01 16:15 购买,金牌会员,吉林,来自京东Android客户端
2015-03-04 11:32 购买,金牌会员,上海,
2015-01-29 18:50 购买,钻石会员,广东,
2015-03-04 19:39 购买,银牌会员,江苏,来自京东iPhone客户端
2015-02-27 17:31 购买,金牌会员,上海,
2015-03-13 16:23 购买,银牌会员,上海,
2014-12-30 18:39 购买,金牌会员,内蒙古,
2015-03-07 09:26 购买,银牌会员,北京,
2015-03-09 23:27 购买,钻石会员,上海,来自京东iPhone客户端
2014-12-18 20:45 购买,金牌会员,四川,
2015-03-09 16:34 购买,金牌会员,河南,
2015-02-11 15:48 购买,钻石会员,湖南,
2015-03-05 16:01 购买,钻石会员,福建,
2014-11-20 10:00 购买,银牌会员,北京,来自京东Android客户端
2015-03-11 22:50 购买,钻石会员,北京,
2015-01-30 17:29 购买,钻石会员,天津,
